# (x,y) coordinates of a random walk with 400 points
0 0
-0.775058 1.0784
-0.278831 0.508208
0.668596 -0.147087
1.11384 -1.16766
1.9345 -2.43506
0.879324 -3.03525
2.10993 -2.31572
0.832016 -1.35548
-0.360114 -2.61613
-0.459702 -3.95396
-0.535747 -2.98174
-0.547208 -2.4955
-0.967518 -2.82428
-0.46534 -3.50984
0.42276 -2.72667
1.69825 -3.77395
1.84558 -4.54795
0.755239 -3.84907
1.47883 -3.18639
2.69532 -4.57662
2.20578 -3.57888
3.05886 -4.40509
3.00071 -4.6266
1.66762 -4.08866
2.86471 -4.5938
3.00902 -4.4318
3.04187 -4.91006
2.44897 -6.22879
2.96443 -6.34318
3.24994 -6.4625
3.40755 -5.4679
4.64779 -6.66682
4.08779 -5.91658
3.93982 -4.50613
4.13242 -3.156
5.46169 -2.75442
5.02089 -1.54094
6.11381 -0.300212
5.54066 -1.13442
6.04733 -1.03623
5.06287 -0.0569435
5.86243 -1.1041
6.38829 -1.83239
6.28376 -1.70361
7.14689 -0.635541
8.2654 0.436641
9.65731 -0.115337
11.0668 -1.05812
11.4528 -1.88963
11.4791 -2.56636
11.1351 -2.50961
10.3554 -1.82851
10.1237 -2.43499
10.9893 -3.752
10.9287 -3.06615
10.7578 -1.93842
9.79 -2.71145
8.45003 -2.18607
8.40622 -1.75353
8.0566 -1.29538
9.1936 -0.362714
8.95797 -1.21633
10.2351 -1.13459
9.0764 -1.64489
10.0197 -0.532476
9.55695 -1.16878
8.21465 -0.230314
9.61858 1.04768
10.0127 2.41083
9.50082 3.67611
8.54387 4.66812
9.14477 5.116
9.95312 6.16476
9.63064 6.8848
10.1141 6.68875
9.98506 7.08728
9.36663 5.76116
9.73373 5.30886
9.7107 5.48987
10.0097 4.20462
8.72772 5.17917
9.21817 4.41136
9.4208 4.70259
10.7075 6.0959
9.65518 5.82119
10.4667 4.81312
9.72373 5.6294
9.9446 5.77608
9.97519 5.14885
9.73765 5.24364
10.8875 5.55721
11.8712 6.41599
11.714 6.89157
12.9441 7.93905
14.3074 8.62589
12.9902 9.88826
13.5422 9.88313
14.4788 10.8321
14.938 11.3578
16.3111 11.378
16.8976 10.5859
16.1443 10.9684
15.6889 11.4561
14.529 11.2798
14.2655 10.0787
13.0838 9.32593
14.3349 9.07599
14.2834 8.96849
14.3561 10.2535
14.3933 8.99149
13.1436 7.71451
14.3556 8.7745
15.6041 8.54167
16.8712 7.89588
17.2091 7.45257
17.2948 8.39792
16.0987 7.00491
16.0635 8.32457
17.4563 8.96101
18.014 9.75994
18.6228 9.4135
